Start Date,End Date,County,State,Property Type,Median Sale Price,Median Sale Price MoM,Median List Price,Median List Price MoM,Median Price per Sqft,Median Price per Sqft MoM,Median List Price per Sqft,Median List Price per Sqft MoM,Homes Sold,Homes Sold MoM,Pending Sales,Pending Sales MoM,New Listings,New Listings MoM,Months of Supply,Months of Supply MoM,Median Days on Market,Median Days on Market MoM,Average Sale to List,Average Sale to List MoM,Sold Above List,Sold Above List MoM,Price Drops,Price Drops MoM,Off Market in Two Weeks,Off Market in Two Weeks MoM
2014-06-01,2014-06-30,Warren County,NJ,Townhouse,"$25,000.00",,"$210,000.00",,$nan,,$99.86,,1,,0,,4,,12,,126,,83.61%,,0.00%,,0.00%,0.00%,,
2014-07-01,2014-07-31,Warren County,NJ,All Residential,"$229,500.00",4.32%,"$185,000.00",-11.90%,$130.09,8.24%,$90.10,-9.77%,118,19.19%,2,-50.00%,37,-15.91%,1,0.00%,91,2500.00%,95.11%,0.06%,7.63%,-0.45%,0.60%,0.00%,0.00%,-25.00%
2014-07-01,2014-07-31,Warren County,NJ,Multi-Family (2-4 Unit),"$40,000.00",-70.37%,"$185,000.00",-11.90%,$14.86,-66.97%,$90.10,-9.77%,2,-33.33%,0,,2,-50.00%,4,130.00%,116,-54700.00%,84.62%,-17.49%,0.00%,-33.33%,0.00%,0.00%,,
2014-07-01,2014-07-31,Warren County,NJ,Single Family Residential,"$231,000.00",2.44%,"$185,000.00",-11.90%,$132.13,9.77%,$90.10,-9.77%,116,22.11%,2,-50.00%,32,-8.57%,1,0.00%,65,800.00%,95.38%,0.43%,7.76%,0.39%,0.70%,0.00%,0.00%,-25.00%
2014-08-01,2014-08-31,Warren County,NJ,All Residential,"$210,000.00",-8.50%,"$194,500.00",5.14%,$126.90,-2.46%,$112.50,24.86%,110,-6.78%,7,250.00%,39,5.41%,1,40.00%,64,-2700.00%,95.86%,0.75%,13.64%,6.01%,0.00%,0.00%,14.29%,14.29%
2014-08-01,2014-08-31,Warren County,NJ,Multi-Family (2-4 Unit),"$106,500.00",166.25%,"$194,500.00",5.14%,$53.78,261.84%,$112.50,24.86%,2,0.00%,0,,1,-50.00%,4,50.00%,0,,79.16%,-5.46%,0.00%,0.00%,0.00%,0.00%,,
2014-08-01,2014-08-31,Warren County,NJ,Single Family Residential,"$216,500.00",-6.28%,"$194,500.00",5.14%,$128.78,-2.54%,$112.50,24.86%,108,-6.90%,5,150.00%,36,12.50%,1,40.00%,71,600.00%,96.26%,0.88%,13.89%,6.13%,0.00%,0.00%,20.00%,20.00%
2014-08-01,2014-08-31,Warren County,NJ,Townhouse,"$42,501.00",,"$194,500.00",,$30.93,,$112.50,,1,,2,,1,,12,,56,,85.17%,,0.00%,,0.00%,0.00%,0.00%,
2014-09-01,2014-09-30,Warren County,NJ,All Residential,"$227,500.00",8.33%,"$224,900.00",15.63%,$120.81,-4.79%,$108.62,-3.45%,115,4.55%,4,-42.86%,45,15.38%,2,20.00%,122,5800.00%,95.92%,0.07%,9.57%,-4.07%,0.00%,0.00%,0.00%,-14.29%
2014-09-01,2014-09-30,Warren County,NJ,Multi-Family (2-4 Unit),"$140,000.00",31.46%,"$224,900.00",15.63%,$56.82,5.64%,$108.62,-3.45%,2,0.00%,0,,5,400.00%,7,250.00%,0,,87.65%,8.49%,0.00%,0.00%,0.00%,0.00%,,
2014-09-01,2014-09-30,Warren County,NJ,Single Family Residential,"$236,000.00",9.01%,"$224,900.00",15.63%,$121.36,-5.76%,$108.62,-3.45%,113,4.63%,4,-20.00%,34,-5.56%,1,10.00%,149,7800.00%,96.13%,-0.12%,9.73%,-4.15%,0.00%,0.00%,0.00%,-20.00%
2014-09-01,2014-09-30,Warren County,NJ,Townhouse,"$28,000.00",-34.12%,"$224,900.00",15.63%,$20.59,-33.43%,$108.62,-3.45%,2,100.00%,0,,4,300.00%,7,-450.00%,47,-900.00%,92.03%,6.85%,0.00%,0.00%,0.00%,0.00%,,
2014-10-01,2014-10-31,Warren County,NJ,All Residential,"$200,000.00",-12.09%,"$195,000.00",-13.29%,$122.39,1.31%,$121.13,11.52%,122,6.09%,3,-25.00%,74,64.44%,2,40.00%,99,-2300.00%,94.39%,-1.54%,9.02%,-0.55%,1.03%,0.00%,0.00%,0.00%
2014-10-01,2014-10-31,Warren County,NJ,Multi-Family (2-4 Unit),"$110,750.00",-20.89%,"$195,000.00",-13.29%,$41.69,-26.62%,$121.13,11.52%,4,100.00%,1,,3,-40.00%,4,-300.00%,45,,88.80%,1.16%,0.00%,0.00%,0.00%,0.00%,0.00%,
2014-10-01,2014-10-31,Warren County,NJ,Single Family Residential,"$207,125.00",-12.24%,"$195,000.00",-13.29%,$122.64,1.06%,$121.13,11.52%,118,4.42%,2,-50.00%,70,105.88%,2,50.00%,99,-5000.00%,94.50%,-1.63%,9.32%,-0.41%,1.18%,0.00%,0.00%,0.00%
2014-10-01,2014-10-31,Warren County,NJ,Townhouse,"$210,000.00",650.00%,"$195,000.00",-13.29%,$178.57,767.26%,$121.13,11.52%,1,-50.00%,0,,1,-75.00%,15,750.00%,125,7800.00%,102.49%,10.46%,100.00%,100.00%,0.00%,0.00%,,
2014-11-01,2014-11-30,Warren County,NJ,All Residential,"$211,750.00",5.88%,"$245,750.00",26.03%,$127.53,4.20%,$123.90,2.29%,95,-22.13%,2,-33.33%,54,-27.03%,3,110.00%,139,4000.00%,94.00%,-0.39%,10.53%,1.51%,1.80%,0.77%,0.00%,0.00%
2014-11-01,2014-11-30,Warren County,NJ,Condo,"$29,990.00",,"$245,750.00",,$17.86,,$123.90,,1,,0,,2,,7,,139,,90.91%,,0.00%,,0.00%,0.00%,,
2014-11-01,2014-11-30,Warren County,NJ,Multi-Family (2-4 Unit),"$220,000.00",98.65%,"$245,750.00",26.03%,$48.00,15.12%,$123.90,2.29%,2,-50.00%,0,,3,0.00%,9,550.00%,0,,78.36%,-10.44%,0.00%,0.00%,0.00%,0.00%,,
2014-11-01,2014-11-30,Warren County,NJ,Single Family Residential,"$213,500.00",3.08%,"$245,750.00",26.03%,$129.51,5.60%,$123.90,2.29%,93,-21.19%,2,0.00%,46,-34.29%,3,90.00%,100,100.00%,94.36%,-0.14%,10.75%,1.43%,2.08%,0.90%,0.00%,0.00%
2014-12-01,2014-12-31,Warren County,NJ,All Residential,"$190,000.00",-10.27%,"$217,450.00",-11.52%,$122.09,-4.27%,$119.51,-3.54%,105,10.53%,4,100.00%,59,9.26%,3,10.00%,183,4400.00%,94.37%,0.37%,9.52%,-1.00%,3.41%,1.61%,0.00%,0.00%
2014-12-01,2014-12-31,Warren County,NJ,Multi-Family (2-4 Unit),"$22,200.00",-89.91%,"$217,450.00",-11.52%,$17.68,-63.17%,$119.51,-3.54%,2,0.00%,1,,2,-33.33%,10,50.00%,75,,93.57%,15.21%,50.00%,50.00%,0.00%,0.00%,0.00%,
2014-12-01,2014-12-31,Warren County,NJ,Single Family Residential,"$194,000.00",-9.13%,"$217,450.00",-11.52%,$122.18,-5.66%,$119.51,-3.54%,102,9.68%,2,0.00%,53,15.22%,3,20.00%,180,8000.00%,94.41%,0.05%,8.82%,-1.93%,3.57%,1.50%,0.00%,0.00%
2014-12-01,2014-12-31,Warren County,NJ,Townhouse,"$179,000.00",,"$217,450.00",,$150.51,,$119.51,,2,,1,,3,,8,,223,,93.36%,,0.00%,,5.88%,0.00%,0.00%,
2015-01-01,2015-01-31,Warren County,NJ,All Residential,"$189,000.00",-0.53%,"$211,000.00",-2.97%,$111.68,-8.52%,$125.36,4.89%,95,-9.52%,2,-50.00%,111,88.14%,5,140.00%,51,-13200.00%,94.67%,0.30%,15.79%,6.27%,3.15%,-0.26%,0.00%,0.00%
2015-01-01,2015-01-31,Warren County,NJ,Multi-Family (2-4 Unit),"$80,000.00",260.36%,"$211,000.00",-2.97%,$41.67,135.74%,$125.36,4.89%,5,150.00%,0,,8,300.00%,5,-460.00%,0,,88.20%,-5.37%,20.00%,-30.00%,7.41%,0.00%,,
2015-01-01,2015-01-31,Warren County,NJ,Single Family Residential,"$193,500.00",-0.26%,"$211,000.00",-2.97%,$122.56,0.31%,$125.36,4.89%,88,-13.73%,0,,101,90.57%,4,150.00%,204,2400.00%,94.89%,0.48%,14.77%,5.95%,3.05%,-0.52%,,
2015-01-01,2015-01-31,Warren County,NJ,Townhouse,"$158,750.00",-11.31%,$nan,,$52.50,-65.12%,$nan,,2,0.00%,2,100.00%,0,,6,-200.00%,48,-17500.00%,101.03%,7.66%,50.00%,50.00%,15.38%,9.50%,0.00%,0.00%
2015-02-01,2015-02-28,Warren County,NJ,All Residential,"$200,799.00",6.24%,"$219,950.00",4.24%,$123.03,10.16%,$122.13,-2.58%,62,-34.74%,6,200.00%,125,12.61%,9,440.00%,78,2700.00%,95.07%,0.40%,4.84%,-10.95%,1.55%,-1.60%,0.00%,0.00%
2015-02-01,2015-02-28,Warren County,NJ,Condo,"$118,000.00",,"$219,950.00",,$129.24,,$122.13,,1,,1,,2,,11,,70,,98.33%,,0.00%,,9.09%,0.00%,0.00%,
2015-02-01,2015-02-28,Warren County,NJ,Multi-Family (2-4 Unit),"$243,000.00",203.75%,"$219,950.00",4.24%,$68.47,64.33%,$122.13,-2.58%,1,-80.00%,0,,4,-50.00%,31,2560.00%,0,,97.20%,9.00%,0.00%,-20.00%,3.23%,-4.18%,,
2015-02-01,2015-02-28,Warren County,NJ,Single Family Residential,"$206,399.50",6.67%,"$219,950.00",4.24%,$123.16,0.49%,$122.13,-2.58%,60,-31.82%,5,,113,11.88%,8,390.00%,164,-4000.00%,95.00%,0.11%,5.00%,-9.77%,1.15%,-1.90%,0.00%,
2015-02-01,2015-02-28,Warren County,NJ,Townhouse,"$187,200.00",17.92%,"$219,950.00",,$114.15,117.42%,$122.13,,1,-50.00%,0,,6,,18,1150.00%,78,3000.00%,93.65%,-7.38%,0.00%,-50.00%,5.56%,-9.83%,,
2015-03-01,2015-03-31,Warren County,NJ,All Residential,"$198,750.00",-1.02%,"$232,499.50",5.71%,$126.28,2.64%,$121.74,-0.32%,75,20.97%,4,-33.33%,175,40.00%,9,50.00%,107,2900.00%,96.70%,1.64%,13.33%,8.49%,1.08%,-0.47%,75.00%,75.00%
2015-03-01,2015-03-31,Warren County,NJ,Multi-Family (2-4 Unit),"$193,000.00",-20.58%,"$232,499.50",5.71%,$86.98,27.03%,$121.74,-0.32%,1,0.00%,1,,6,50.00%,36,500.00%,0,,98.47%,1.27%,0.00%,0.00%,2.78%,-0.45%,100.00%,
2015-03-01,2015-03-31,Warren County,NJ,Single Family Residential,"$200,000.00",-3.10%,"$232,499.50",5.71%,$126.40,2.63%,$121.74,-0.32%,74,23.33%,1,-80.00%,165,46.02%,9,40.00%,107,-5700.00%,96.68%,1.68%,13.51%,8.51%,1.04%,-0.12%,100.00%,100.00%
2015-04-01,2015-04-30,Warren County,NJ,All Residential,"$176,750.00",-11.07%,"$233,900.00",0.60%,$117.04,-7.32%,$129.25,6.17%,68,-9.33%,33,725.00%,273,56.00%,13,400.00%,66,-4100.00%,95.88%,-0.82%,17.65%,4.31%,7.91%,6.83%,6.06%,-68.94%
2015-04-01,2015-04-30,Warren County,NJ,Multi-Family (2-4 Unit),"$75,550.00",-60.85%,"$233,900.00",0.60%,$35.59,-59.08%,$129.25,6.17%,5,400.00%,1,0.00%,9,50.00%,8,-2740.00%,15,,97.24%,-1.23%,40.00%,40.00%,0.00%,0.00%,0.00%,-100.00%
2015-04-01,2015-04-30,Warren County,NJ,Single Family Residential,"$192,500.00",-3.75%,"$233,900.00",0.60%,$125.45,-0.75%,$129.25,6.17%,62,-16.22%,32,3100.00%,250,51.52%,13,480.00%,93,-1400.00%,95.87%,-0.81%,16.13%,2.62%,8.13%,7.09%,6.25%,-93.75%
2015-04-01,2015-04-30,Warren County,NJ,Townhouse,"$109,900.00",,"$233,900.00",,$77.18,,$129.25,,1,,0,,11,,30,,3,,87.99%,,0.00%,,13.33%,0.00%,,
2015-05-01,2015-05-31,Warren County,NJ,All Residential,"$219,500.00",24.19%,"$230,000.00",-1.67%,$130.33,11.35%,$132.03,2.15%,103,51.47%,101,206.06%,245,-10.26%,9,-430.00%,108,4200.00%,95.87%,-0.01%,10.68%,-6.97%,22.04%,14.13%,14.85%,8.79%
2015-05-01,2015-05-31,Warren County,NJ,Multi-Family (2-4 Unit),"$178,000.00",135.61%,"$230,000.00",-1.67%,$76.43,114.75%,$132.03,2.15%,3,-40.00%,1,0.00%,10,11.11%,14,610.00%,128,11300.00%,95.98%,-1.26%,0.00%,-40.00%,29.55%,0.00%,0.00%,0.00%
2015-05-01,2015-05-31,Warren County,NJ,Single Family Residential,"$221,000.00",14.81%,"$230,000.00",-1.67%,$131.74,5.02%,$132.03,2.15%,101,62.90%,99,209.38%,225,-10.00%,8,-500.00%,107,1400.00%,95.87%,-0.01%,10.89%,-5.24%,22.12%,13.99%,15.15%,8.90%
2015-06-01,2015-06-30,Warren County,NJ,All Residential,"$224,750.00",2.39%,"$241,500.00",5.00%,$127.30,-2.33%,$135.02,2.26%,160,55.34%,86,-14.85%,190,-22.45%,6,-340.00%,67,-4100.00%,96.67%,0.80%,18.12%,7.45%,23.29%,1.24%,12.79%,-2.06%
2015-06-01,2015-06-30,Warren County,NJ,Multi-Family (2-4 Unit),"$100,000.00",-43.82%,"$241,500.00",5.00%,$39.94,-47.74%,$135.02,2.26%,4,33.33%,0,,7,-30.00%,11,-320.00%,344,21600.00%,83.02%,-12.96%,0.00%,0.00%,4.35%,-25.20%,,
2015-06-01,2015-06-30,Warren County,NJ,Single Family Residential,"$227,000.00",2.71%,"$241,500.00",5.00%,$127.75,-3.03%,$135.02,2.26%,156,54.46%,84,-15.15%,174,-22.67%,5,-320.00%,66,-4100.00%,97.02%,1.15%,18.59%,7.70%,24.02%,1.90%,13.10%,-2.06%
2015-07-01,2015-07-31,Warren County,NJ,All Residential,"$236,000.00",5.01%,"$239,450.00",-0.85%,$135.80,6.68%,$131.93,-2.29%,141,-11.88%,91,5.81%,178,-6.32%,6,70.00%,53,-1400.00%,96.05%,-0.62%,12.77%,-5.36%,26.59%,3.31%,12.09%,-0.70%
2015-07-01,2015-07-31,Warren County,NJ,Multi-Family (2-4 Unit),"$113,750.00",13.75%,"$239,450.00",-0.85%,$56.91,42.49%,$131.93,-2.29%,2,-50.00%,1,,5,-28.57%,21,950.00%,124,-22000.00%,85.79%,2.77%,0.00%,0.00%,30.95%,26.60%,0.00%,
2015-07-01,2015-07-31,Warren County,NJ,Single Family Residential,"$239,000.00",5.29%,"$239,450.00",-0.85%,$136.78,7.07%,$131.93,-2.29%,139,-10.90%,89,5.95%,168,-3.45%,6,60.00%,49,-1700.00%,96.20%,-0.82%,12.95%,-5.64%,25.71%,1.69%,12.36%,-0.74%
2015-08-01,2015-08-31,Warren County,NJ,All Residential,"$228,950.00",-2.99%,"$204,950.00",-14.41%,$135.21,-0.43%,$116.03,-12.06%,132,-6.38%,82,-9.89%,167,-6.18%,7,30.00%,71,1800.00%,96.36%,0.31%,11.36%,-1.40%,21.80%,-4.79%,14.63%,2.55%
2015-08-01,2015-08-31,Warren County,NJ,Multi-Family (2-4 Unit),"$55,000.00",-51.65%,"$204,950.00",-14.41%,$39.71,-30.22%,$116.03,-12.06%,3,50.00%,3,200.00%,7,40.00%,13,-730.00%,146,2200.00%,95.20%,9.41%,0.00%,0.00%,17.07%,-13.88%,0.00%,0.00%
2015-08-01,2015-08-31,Warren County,NJ,Single Family Residential,"$230,000.00",-3.77%,"$204,950.00",-14.41%,$135.41,-1.00%,$116.03,-12.06%,129,-7.19%,77,-13.48%,153,-8.93%,6,30.00%,71,2200.00%,96.39%,0.19%,11.63%,-1.32%,21.40%,-4.31%,15.58%,3.22%
2015-09-01,2015-09-30,Warren County,NJ,All Residential,"$209,150.00",-8.65%,"$214,900.00",4.85%,$123.74,-8.49%,$132.31,14.04%,117,-11.36%,64,-21.95%,157,-5.99%,7,70.00%,75,400.00%,95.60%,-0.76%,9.40%,-1.96%,20.39%,-1.41%,14.06%,-0.57%
2015-09-01,2015-09-30,Warren County,NJ,Multi-Family (2-4 Unit),"$140,100.00",154.73%,"$214,900.00",4.85%,$58.96,48.48%,$132.31,14.04%,1,-66.67%,3,0.00%,9,28.57%,44,3030.00%,87,-5900.00%,100.07%,4.87%,100.00%,100.00%,11.36%,-5.71%,0.00%,0.00%
2015-09-01,2015-09-30,Warren County,NJ,Single Family Residential,"$209,900.00",-8.74%,"$214,900.00",4.85%,$124.48,-8.07%,$132.31,14.04%,115,-10.85%,58,-24.68%,140,-8.50%,7,70.00%,73,200.00%,95.56%,-0.83%,8.70%,-2.93%,19.98%,-1.43%,13.79%,-1.79%
2015-09-01,2015-09-30,Warren County,NJ,Townhouse,"$7,505.00",,"$214,900.00",,$7.82,,$132.31,,1,,3,,6,,30,,257,,,,0.00%,,46.67%,0.00%,33.33%,
2015-10-01,2015-10-31,Warren County,NJ,All Residential,"$183,875.00",-12.08%,"$227,400.00",5.82%,$118.17,-4.49%,$124.30,-6.05%,134,14.53%,51,-20.31%,149,-5.10%,6,-120.00%,103,2800.00%,94.71%,-0.90%,9.70%,0.30%,21.25%,0.86%,7.84%,-6.22%
2015-10-01,2015-10-31,Warren County,NJ,Condo,"$75,000.00",,"$227,400.00",,$91.91,,$124.30,,1,,1,,2,,12,,131,,100.67%,,100.00%,,25.00%,0.00%,0.00%,
2015-10-01,2015-10-31,Warren County,NJ,Multi-Family (2-4 Unit),"$120,000.00",-14.35%,"$227,400.00",5.82%,$46.27,-21.53%,$124.30,-6.05%,7,600.00%,3,0.00%,3,-66.67%,5,-3810.00%,153,6600.00%,82.93%,-17.14%,14.29%,-85.71%,19.51%,8.15%,0.00%,0.00%
2015-10-01,2015-10-31,Warren County,NJ,Single Family Residential,"$190,000.00",-9.48%,"$227,400.00",5.82%,$122.54,-1.56%,$124.30,-6.05%,127,10.43%,47,-18.97%,139,-0.71%,6,-90.00%,96,2300.00%,95.31%,-0.25%,9.45%,0.75%,20.88%,0.91%,8.51%,-5.28%
2015-11-01,2015-11-30,Warren County,NJ,All Residential,"$210,000.00",14.21%,"$179,000.00",-21.28%,$122.50,3.66%,$115.10,-7.40%,87,-35.07%,46,-9.80%,127,-14.77%,9,320.00%,114,1100.00%,94.06%,-0.65%,16.09%,6.39%,18.32%,-2.93%,15.22%,7.37%
2015-11-01,2015-11-30,Warren County,NJ,Multi-Family (2-4 Unit),"$115,250.00",-3.96%,"$179,000.00",-21.28%,$27.80,-39.91%,$115.10,-7.40%,4,-42.86%,1,-66.67%,4,33.33%,9,390.00%,196,4300.00%,88.13%,5.20%,0.00%,-14.29%,5.13%,-14.38%,100.00%,100.00%
2015-11-01,2015-11-30,Warren County,NJ,Single Family Residential,"$215,250.00",13.29%,"$179,000.00",-21.28%,$125.96,2.79%,$115.10,-7.40%,83,-34.65%,42,-10.64%,116,-16.55%,9,290.00%,111,1500.00%,94.26%,-1.05%,16.87%,7.42%,19.23%,-1.66%,11.90%,3.39%
2015-11-01,2015-11-30,Warren County,NJ,Townhouse,"$146,200.00",,"$179,000.00",,$110.51,,$115.10,,1,,2,,4,,31,,78,,100.83%,,100.00%,,16.13%,0.00%,0.00%,
2015-12-01,2015-12-31,Warren County,NJ,All Residential,"$186,500.00",-11.19%,"$187,250.00",4.61%,$112.07,-8.51%,$122.74,6.64%,113,29.89%,60,30.43%,96,-24.41%,6,-320.00%,121,700.00%,94.26%,0.20%,14.16%,-1.93%,14.40%,-3.92%,8.33%,-6.88%
2015-12-01,2015-12-31,Warren County,NJ,Multi-Family (2-4 Unit),"$205,000.00",77.87%,"$187,250.00",4.61%,$69.94,151.58%,$122.74,6.64%,5,25.00%,0,,4,0.00%,6,-300.00%,146,-5000.00%,94.10%,5.97%,20.00%,20.00%,2.94%,-2.19%,,
2015-12-01,2015-12-31,Warren County,NJ,Single Family Residential,"$183,000.00",-14.98%,"$187,250.00",4.61%,$113.61,-9.81%,$122.74,6.64%,108,30.12%,54,28.57%,86,-25.86%,6,-290.00%,121,1000.00%,94.27%,0.00%,13.89%,-2.98%,14.93%,-4.30%,7.41%,-4.50%
2016-01-01,2016-01-31,Warren County,NJ,All Residential,"$170,000.00",-8.85%,"$188,500.00",0.67%,$106.93,-4.59%,$123.52,0.64%,85,-24.78%,34,-43.33%,122,27.08%,8,200.00%,93,-2800.00%,96.14%,1.88%,20.00%,5.84%,17.00%,2.61%,0.00%,-8.33%
2016-01-01,2016-01-31,Warren County,NJ,Condo,"$105,100.00",,"$188,500.00",,$128.80,,$123.52,,1,,0,,1,,9,,303,,93.84%,,0.00%,,11.11%,0.00%,,
2016-01-01,2016-01-31,Warren County,NJ,Multi-Family (2-4 Unit),"$62,600.00",-69.46%,"$188,500.00",0.67%,$35.47,-49.29%,$123.52,0.64%,3,-40.00%,1,,7,75.00%,11,490.00%,92,-5400.00%,78.23%,-15.87%,0.00%,-20.00%,8.57%,5.63%,0.00%,
2016-01-01,2016-01-31,Warren County,NJ,Single Family Residential,"$171,496.00",-6.29%,"$188,500.00",0.67%,$109.14,-3.94%,$123.52,0.64%,81,-25.00%,33,-38.89%,110,27.91%,8,190.00%,91,-3000.00%,96.62%,2.35%,20.99%,7.10%,17.59%,2.66%,0.00%,-7.41%
2016-02-01,2016-02-29,Warren County,NJ,All Residential,"$184,900.00",8.76%,"$226,200.00",20.00%,$109.63,2.52%,$119.45,-3.30%,83,-2.35%,58,70.59%,146,19.67%,8,10.00%,102,900.00%,95.30%,-0.83%,19.28%,-0.72%,18.31%,1.30%,20.69%,20.69%
2016-02-01,2016-02-29,Warren County,NJ,Multi-Family (2-4 Unit),"$42,000.00",-32.91%,"$226,200.00",20.00%,$33.73,-4.90%,$119.45,-3.30%,3,0.00%,1,0.00%,5,-28.57%,12,60.00%,148,5600.00%,86.69%,8.46%,33.33%,33.33%,13.51%,4.94%,0.00%,0.00%
2016-02-01,2016-02-29,Warren County,NJ,Single Family Residential,"$186,725.00",8.88%,"$226,200.00",20.00%,$111.25,1.93%,$119.45,-3.30%,79,-2.47%,50,51.52%,130,18.18%,8,10.00%,101,1000.00%,95.63%,-0.99%,18.99%,-2.00%,18.91%,1.33%,22.00%,22.00%
2016-02-01,2016-02-29,Warren County,NJ,Townhouse,"$185,000.00",,"$226,200.00",,$131.02,,$119.45,,1,,6,,9,,27,,372,,95.90%,,0.00%,,14.81%,0.00%,0.00%,
2016-03-01,2016-03-31,Warren County,NJ,All Residential,"$202,500.00",9.52%,"$229,500.00",1.46%,$113.51,3.55%,$132.21,10.69%,100,20.48%,79,36.21%,263,80.14%,8,-60.00%,122,2000.00%,95.56%,0.25%,20.00%,0.72%,20.34%,2.04%,25.32%,4.63%
2016-03-01,2016-03-31,Warren County,NJ,Multi-Family (2-4 Unit),"$55,500.00",32.14%,"$229,500.00",1.46%,$46.09,36.64%,$132.21,10.69%,2,-33.33%,4,300.00%,7,40.00%,19,670.00%,215,6700.00%,81.10%,-5.59%,0.00%,-33.33%,7.89%,-5.62%,0.00%,0.00%
2016-03-01,2016-03-31,Warren County,NJ,Single Family Residential,"$206,000.00",10.32%,"$229,500.00",1.46%,$114.59,3.00%,$132.21,10.69%,98,24.05%,72,44.00%,250,92.31%,7,-80.00%,120,1900.00%,95.85%,0.23%,20.41%,1.42%,20.81%,1.89%,26.39%,4.39%
2016-04-01,2016-04-30,Warren County,NJ,All Residential,"$185,000.00",-8.64%,"$249,900.00",8.89%,$104.52,-7.92%,$129.54,-2.02%,95,-5.00%,107,35.44%,217,-17.49%,8,30.00%,103,-1900.00%,92.66%,-2.90%,12.63%,-7.37%,23.49%,3.14%,31.78%,6.46%
2016-04-01,2016-04-30,Warren County,NJ,Condo,"$164,000.00",,"$249,900.00",,$89.91,,$129.54,,1,,0,,1,,10,,383,,91.62%,,0.00%,,10.00%,0.00%,,
2016-04-01,2016-04-30,Warren County,NJ,Multi-Family (2-4 Unit),"$55,000.00",-0.90%,"$249,900.00",8.89%,$39.29,-14.76%,$129.54,-2.02%,3,50.00%,3,-25.00%,11,57.14%,13,-530.00%,80,-13500.00%,78.16%,-2.95%,0.00%,0.00%,12.20%,4.30%,0.00%,0.00%
2016-04-01,2016-04-30,Warren County,NJ,Single Family Residential,"$190,000.00",-7.77%,"$249,900.00",8.89%,$108.20,-5.57%,$129.54,-2.02%,91,-7.14%,102,41.67%,200,-20.00%,8,50.00%,103,-1700.00%,93.15%,-2.71%,13.19%,-7.22%,23.87%,3.07%,32.35%,5.96%
2016-05-01,2016-05-31,Warren County,NJ,All Residential,"$206,000.00",11.35%,"$239,900.00",-4.00%,$113.05,8.17%,$135.59,4.67%,129,35.79%,91,-14.95%,203,-6.45%,6,-220.00%,99,-400.00%,95.81%,3.15%,14.73%,2.10%,23.17%,-0.31%,16.48%,-15.29%
2016-05-01,2016-05-31,Warren County,NJ,Multi-Family (2-4 Unit),"$92,449.50",68.09%,"$239,900.00",-4.00%,$23.62,-39.88%,$135.59,4.67%,4,33.33%,1,-66.67%,5,-54.55%,9,-440.00%,246,16600.00%,96.80%,18.64%,50.00%,50.00%,16.22%,4.02%,100.00%,100.00%
2016-05-01,2016-05-31,Warren County,NJ,Single Family Residential,"$210,000.00",10.53%,"$239,900.00",-4.00%,$114.08,5.43%,$135.59,4.67%,125,37.36%,85,-16.67%,189,-5.50%,5,-220.00%,97,-600.00%,95.77%,2.63%,13.60%,0.41%,23.40%,-0.47%,14.12%,-18.24%
2016-06-01,2016-06-30,Warren County,NJ,All Residential,"$221,300.00",7.43%,"$224,900.00",-6.25%,$129.52,14.57%,$130.91,-3.46%,138,6.98%,81,-10.99%,214,5.42%,6,-10.00%,78,-2100.00%,95.80%,-0.01%,12.32%,-2.41%,27.53%,4.36%,12.35%,-4.14%
2016-06-01,2016-06-30,Warren County,NJ,Condo,"$117,600.00",,"$224,900.00",,$144.12,,$130.91,,1,,1,,1,,10,,351,,87.11%,,0.00%,,40.00%,0.00%,0.00%,
2016-06-01,2016-06-30,Warren County,NJ,Multi-Family (2-4 Unit),"$90,000.00",-2.65%,"$224,900.00",-6.25%,$53.47,126.39%,$130.91,-3.46%,5,25.00%,2,100.00%,8,60.00%,7,-150.00%,124,-12200.00%,88.49%,-8.31%,0.00%,-50.00%,10.26%,-5.96%,0.00%,-100.00%
2016-06-01,2016-06-30,Warren County,NJ,Single Family Residential,"$229,900.00",9.48%,"$224,900.00",-6.25%,$130.05,14.00%,$130.91,-3.46%,131,4.80%,77,-9.41%,196,3.70%,5,0.00%,75,-2200.00%,96.14%,0.37%,12.98%,-0.62%,27.72%,4.32%,11.69%,-2.43%
2016-06-01,2016-06-30,Warren County,NJ,Townhouse,"$187,500.00",,"$224,900.00",,$132.79,,$130.91,,1,,1,,9,,29,,511,,95.66%,,0.00%,,41.38%,0.00%,100.00%,
2016-07-01,2016-07-31,Warren County,NJ,All Residential,"$222,000.00",0.32%,"$214,900.00",-4.45%,$124.71,-3.72%,$126.81,-3.13%,141,2.17%,93,14.81%,149,-30.37%,5,-50.00%,65,-1300.00%,96.57%,0.77%,12.77%,0.45%,27.75%,0.22%,9.68%,-2.67%
2016-07-01,2016-07-31,Warren County,NJ,Multi-Family (2-4 Unit),"$148,500.00",65.00%,"$214,900.00",-4.45%,$64.06,19.82%,$126.81,-3.13%,4,-20.00%,1,-50.00%,3,-62.50%,9,150.00%,45,-7900.00%,93.06%,4.57%,0.00%,0.00%,21.62%,11.37%,0.00%,0.00%
2016-07-01,2016-07-31,Warren County,NJ,Single Family Residential,"$222,000.00",-3.44%,"$214,900.00",-4.45%,$127.39,-2.05%,$126.81,-3.13%,137,4.58%,87,12.99%,138,-29.59%,5,-60.00%,67,-800.00%,96.67%,0.53%,13.14%,0.16%,28.40%,0.67%,9.20%,-2.49%
